Text_ID,Sentence_Number,Word_In_Sentence_Number,Word,Text,Sentence
16,1,12,can,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms."
16,1,13,"treat,","Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms."
16,1,14,but,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms."
16,1,15,is,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms."
16,1,16,appropriate,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms."
16,1,17,for,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms."
16,1,18,laboratory,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms."
16,1,19,cultures,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms."
16,1,20,and,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms."
16,1,21,substances,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms."
16,1,22,contaminated,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms."
16,1,23,with,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms."
16,1,24,infectious,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms."
16,1,25,organisms.,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms."
16,2,1,The,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","The waste is subjected to steam in a sealed, pressurized chamber."
16,2,2,waste,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","The waste is subjected to steam in a sealed, pressurized chamber."
16,2,3,is,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","The waste is subjected to steam in a sealed, pressurized chamber."
16,2,4,subjected,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","The waste is subjected to steam in a sealed, pressurized chamber."
16,2,5,to,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","The waste is subjected to steam in a sealed, pressurized chamber."
16,2,6,steam,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","The waste is subjected to steam in a sealed, pressurized chamber."
16,2,7,in,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","The waste is subjected to steam in a sealed, pressurized chamber."
16,2,8,a,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","The waste is subjected to steam in a sealed, pressurized chamber."
16,2,9,"sealed,","Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","The waste is subjected to steam in a sealed, pressurized chamber."
16,2,10,pressurized,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","The waste is subjected to steam in a sealed, pressurized chamber."
16,2,11,chamber.,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.","The waste is subjected to steam in a sealed, pressurized chamber."
16,3,1,The,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.",The liquid that may form is drained off to the sewer or sent for processing.
16,3,2,liquid,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.",The liquid that may form is drained off to the sewer or sent for processing.
16,3,3,that,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.",The liquid that may form is drained off to the sewer or sent for processing.
16,3,4,may,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.",The liquid that may form is drained off to the sewer or sent for processing.
16,3,5,form,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.",The liquid that may form is drained off to the sewer or sent for processing.
16,3,6,is,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.",The liquid that may form is drained off to the sewer or sent for processing.
16,3,7,drained,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.",The liquid that may form is drained off to the sewer or sent for processing.
16,3,8,off,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.",The liquid that may form is drained off to the sewer or sent for processing.
16,3,9,to,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.",The liquid that may form is drained off to the sewer or sent for processing.
16,3,10,the,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.",The liquid that may form is drained off to the sewer or sent for processing.
16,3,11,sewer,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.",The liquid that may form is drained off to the sewer or sent for processing.
16,3,12,or,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.",The liquid that may form is drained off to the sewer or sent for processing.
16,3,13,sent,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.",The liquid that may form is drained off to the sewer or sent for processing.
16,3,14,for,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.",The liquid that may form is drained off to the sewer or sent for processing.
16,3,15,processing.,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms. The waste is subjected to steam in a sealed, pressurized chamber. The liquid that may form is drained off to the sewer or sent for processing.",The liquid that may form is drained off to the sewer or sent for processing.
17,1,1,Owls,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.",Owls are more flexible than humans because a bird's head is only connected by one socket pivot.
17,1,2,are,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.",Owls are more flexible than humans because a bird's head is only connected by one socket pivot.
17,1,3,more,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.",Owls are more flexible than humans because a bird's head is only connected by one socket pivot.
17,1,4,flexible,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.",Owls are more flexible than humans because a bird's head is only connected by one socket pivot.
17,1,5,than,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.",Owls are more flexible than humans because a bird's head is only connected by one socket pivot.
17,1,6,humans,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.",Owls are more flexible than humans because a bird's head is only connected by one socket pivot.
17,1,7,because,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.",Owls are more flexible than humans because a bird's head is only connected by one socket pivot.
17,1,8,a,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.",Owls are more flexible than humans because a bird's head is only connected by one socket pivot.
17,1,9,bird's,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.",Owls are more flexible than humans because a bird's head is only connected by one socket pivot.
17,1,10,head,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.",Owls are more flexible than humans because a bird's head is only connected by one socket pivot.
17,1,11,is,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.",Owls are more flexible than humans because a bird's head is only connected by one socket pivot.
17,1,12,only,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.",Owls are more flexible than humans because a bird's head is only connected by one socket pivot.
17,1,13,connected,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.",Owls are more flexible than humans because a bird's head is only connected by one socket pivot.
17,1,14,by,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.",Owls are more flexible than humans because a bird's head is only connected by one socket pivot.
17,1,15,one,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.",Owls are more flexible than humans because a bird's head is only connected by one socket pivot.
17,1,16,socket,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.",Owls are more flexible than humans because a bird's head is only connected by one socket pivot.
17,1,17,pivot.,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.",Owls are more flexible than humans because a bird's head is only connected by one socket pivot.
17,2,1,People,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","People have two, which limits our ability to twist, Forsman added."
17,2,2,have,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","People have two, which limits our ability to twist, Forsman added."
17,2,3,"two,","Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","People have two, which limits our ability to twist, Forsman added."
17,2,4,which,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","People have two, which limits our ability to twist, Forsman added."
17,2,5,limits,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","People have two, which limits our ability to twist, Forsman added."
17,2,6,our,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","People have two, which limits our ability to twist, Forsman added."
17,2,7,ability,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","People have two, which limits our ability to twist, Forsman added."
17,2,8,to,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","People have two, which limits our ability to twist, Forsman added."
17,2,9,"twist,","Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","People have two, which limits our ability to twist, Forsman added."
17,2,10,Forsman,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","People have two, which limits our ability to twist, Forsman added."
17,2,11,added.,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","People have two, which limits our ability to twist, Forsman added."
17,3,1,Owls,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
17,3,2,also,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
17,3,3,have,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
17,3,4,multiple,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
17,3,5,"vertebrae,","Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
17,3,6,the,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
17,3,7,small,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
17,3,8,bones,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
17,3,9,that,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
17,3,10,make,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
17,3,11,up,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
17,3,12,the,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
17,3,13,neck,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
17,3,14,and,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
17,3,15,"spine,","Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
17,3,16,helping,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
17,3,17,them,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
17,3,18,achieve,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
17,3,19,a,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
17,3,20,wide,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
17,3,21,range,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
17,3,22,of,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
17,3,23,motion.,"Owls are more flexible than humans because a bird's head is only connected by one socket pivot. People have two, which limits our ability to twist, Forsman added. Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion."
18,1,1,Even,"Even in the same animal, not all bites are the same. A new study finds that because the force in a muscle depends on how much it is stretched, an animal's bite force depends on the size of what it is biting. The finding has direct implications for ecology and evolution.","Even in the same animal, not all bites are the same."
18,1,2,in,"Even in the same animal, not all bites are the same. A new study finds that because the force in a muscle depends on how much it is stretched, an animal's bite force depends on the size of what it is biting. The finding has direct implications for ecology and evolution.","Even in the same animal, not all bites are the same."
18,1,3,the,"Even in the same animal, not all bites are the same. A new study finds that because the force in a muscle depends on how much it is stretched, an animal's bite force depends on the size of what it is biting. The finding has direct implications for ecology and evolution.","Even in the same animal, not all bites are the same."
18,1,4,same,"Even in the same animal, not all bites are the same. A new study finds that because the force in a muscle depends on how much it is stretched, an animal's bite force depends on the size of what it is biting. The finding has direct implications for ecology and evolution.","Even in the same animal, not all bites are the same."
18,1,5,"animal,","Even in the same animal, not all bites are the same. A new study finds that because the force in a muscle depends on how much it is stretched, an animal's bite force depends on the size of what it is biting. The finding has direct implications for ecology and evolution.","Even in the same animal, not all bites are the same."
18,1,6,not,"Even in the same animal, not all bites are the same. A new study finds that because the force in a muscle depends on how much it is stretched, an animal's bite force depends on the size of what it is biting. The finding has direct implications for ecology and evolution.","Even in the same animal, not all bites are the same."
18,1,7,all,"Even in the same animal, not all bites are the same. A new study finds that because the force in a muscle depends on how much it is stretched, an animal's bite force depends on the size of what it is biting. The finding has direct implications for ecology and evolution.","Even in the same animal, not all bites are the same."
18,1,8,bites,"Even in the same animal, not all bites are the same. A new study finds that because the force in a muscle depends on how much it is stretched, an animal's bite force depends on the size of what it is biting. The finding has direct implications for ecology and evolution.","Even in the same animal, not all bites are the same."
18,1,9,are,"Even in the same animal, not all bites are the same. A new study finds that because the force in a muscle depends on how much it is stretched, an animal's bite force depends on the size of what it is biting. The finding has direct implications for ecology and evolution.","Even in the same animal, not all bites are the same."
18,1,10,the,"Even in the same animal, not all bites are the same. A new study finds that because the force in a muscle depends on how much it is stretched, an animal's bite force depends on the size of what it is biting. The finding has direct implications for ecology and evolution.","Even in the same animal, not all bites are the same."
18,1,11,same.,"Even in the same animal, not all bites are the same. A new study finds that because the force in a muscle depends on how much it is stretched, an animal's bite force depends on the size of what it is biting. The finding has direct implications for ecology and evolution.","Even in the same animal, not all bites are the same."
